Module type,Event type,Event ID,Message,Description,Solution,alert,syslog,mail,SNMP Trap
sra,Error,7,mlock() failed.,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Error,8,A daemon process could not be created.,SystemResourceAgent has failed to start (turning the process into a daemon).,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Error,9,stdio and stderr could not be closed.,SystemResourceAgent has failed to start (closing the standard I/O).,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Error,10,A signal mask could not be set up.,SystemResourceAgent has failed to start (setting the signal mask).,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Error,11,A configuration file error occurred. (1) [line = %1. %2]%1:Line%2:Setting value,"<div class=""line-block""><div class=""line"">SystemResource</div><div class=""line"">Agent has failed to start (reading the SG file).</div></div>",Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,12,A configuration file error occurred. (2) [line=%1. %2]%1:Line%2:Setting value,SystemResourceAgent has failed to start (reading the SG file).,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,13,A plugin event configuration file error occurred. The DLL pointer was not found. [line = %1. %2]%1:Line%2:Setting value,SystemResourceAgent has failed to start (registering the plugin event).,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,14,malloc failed. [event structure],SystemResourceAgent has failed to start (registering the plugin event).,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,15,A service configuration file error occurred due to an invalid event. [%1]%1:Setting value,SystemResourceAgent has failed to start (reading the service file).,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,16,A plugin event configuration fileerror occurred due to %1.%1:Cause of error,SystemResourceAgent has failed to start (reading the plugin event file).,Restart the cluster. or execute the suspend and resume.,,1,,
sra,Error,17,Internal error occurred.,A shared memory access error has occurred.,-,,1,,
sra,Warning,101,Opening an SG file failed. file name = %1. errno = %2%1:File name%2:errno,The SG file (%1) failed to be opened.,Recreate the SG file and restart the cluster. or execute the suspend and resume.,,1,,
sra,Warning,102,malloc(3) fail(1) . [%1]%1:Function name,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Warning,103,malloc(3) fail(2). [%1]%1:Function name,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Warning,104,An internal error occurred. rename(2) error (errno = %1)%1:errno,This product has terminated abnormally.,See the most recently issued system log message.,,1,,
sra,Warning,105,realloc(3) fail. [%1].%1:Function name,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Warning,106,A script timed out. (%1 %2)%1:Script file name%2:Argument,An external error has occurred.,Check the load status of the server and remove the load.,,1,,
sra,Warning,107,[%1] execvp(2) fail (%2).%1:Script file name%2:errno,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Warning,108,[%1] fork fail (%2). Suspended.%1:Script file name%2:errno,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Warning,109,malloc(3) fail. [%1]%1:Function name,An external error has occurred.,Check the following possible causes: memory shortage or OS resource insufficiency.,,1,,
sra,Info,201,A script was executed. (%1)%1:Script name,Script (%1) has been executed.,-,,1,,
sra,Info,202,Running a script finished. (%1)%1:Script name,Script has ended normally.,-,,1,,
sra,Info,203,An %1 event succeeded.%1:Executed event type,The operation management command has been executed.The executed event type (boot. shutdown. stop. start. or flush) is output.,-,,1,,
sra,Error,301,A process resource error was detected. (type = cpu. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the CPU usage rates of specific processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = memory leak. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the memory usage of specific processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = file leak. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the number (maximum) of open files of specific processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = open file. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the number (upper kernel limit) of open files of specific processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = thread leak. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the number of threads of specific processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = defunct. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the zombie processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,301,A process resource error was detected. (type = same name process. pid = %1. %2)%1:Process ID%2:Process name,An error was detected in monitoring the same-name processes.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,302,A system resource error was detected. (type = cpu),An error was detected in monitoring the CPU usage rates of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,302,A system resource error was detected. (type = memory),An error was detected in monitoring the total usage of memory of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,302,A system resource error was detected. (type = swap),An error was detected in monitoring the total usage of virtual memory of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,302,A system resource error was detected. (type = file),An error was detected in monitoring the total number of open files of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,302,A system resource error was detected. (type = thread),An error was detected in monitoring the total number of threads of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,303,A system resource error was detected. (type = number of process. user name = %1)%1:User name,An error was detected in monitoring the number of running processes for each user of the system.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,304,A disk resource error was detected. (type = used rate. level = NOTICE. %1)%1:mount point,A notice level error was detected in monitoring the disk usage rates.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,304,A disk resource error was detected. (type = used rate. level = WARNING. %1)%1:mount point,A warning level error was detected in monitoring the disk usage rates.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,304,A disk resource error was detected. (type = free space. level = NOTICE. %1)%1:mount point,A notice level error was detected in monitoring the free disk space.,Check the possible causes of the monitoring failure.,1,1,,
sra,Error,304,A disk resource error was detected. (type = free space. level = WARNING. %1)%1:mount point,A warning level error was detected in monitoring the free disk space.,Check the possible causes of the monitoring failure.,1,1,,
lcns,Info,1,The number of licenses is %1. (Product name:%2),The number of cluster licenses is %1.%1: Number of licenses%2: Product name,-,1,1,,
lcns,Info,2,The trial license is valid until %1. (Product name:%2),The trial license is effective until %1.%1: Trial end date%2: Product name,-,1,1,,
lcns,Warning,3,The number of licenses is insufficient. The number of insufficient licenses is %1. (Product name:%2),The number of licenses is insufficient. The number of insufficient licenses is %1.%1: Required number of licenses%2: Product name,Purchase the required number of licenses and then register them.,1,1,,
lcns,Error,4,The license is not registered. (Product name:%1),The license is not registered.%1: Product name,Purchase the license and then register it.,1,1,,
lcns,Error,5,The trial license has expired in %1. (Product name:%2),The validity term of the trial license has expired.%1: Trial end date%2: Product name,Register a valid license.,1,1,,
lcns,Error,6,The registered license is invalid. (Product name:%1. Serial No:%2),The registered license is invalid.%1: Product name%2: Serial number,Register a valid license.,1,1,,
lcns,Error,7,The registered license is unknown. (Product name:%1),The registered license is unknown.%1: Product name,Register a valid license.,1,1,,
lcns,Error,8,The trial license is valid from %1. (Product name:%2),The validity term of the trial license is not reached.%1: Trial start date%2: Product name,Register a valid license.,1,1,,
lcns,Info,9,The fixed term license is valid until %1. (Product name:%2),The validity term of the fixed-term license is effective until %1.%1:End date of validity term%2: Product name,-,1,1,,
lcns,Error,10,The fixed term license has expired in %1. (Product name:%2),The validity term of the fixed-term license has expired.%1: End date of validity term%2: Product name,Register a valid license.,1,1,,
webmgr,Warning,21,HTTPS configuration isn't correct. HTTPS mode doesn't work. Please access WebManager by HTTP mode.,HTTPS configuration isn't correct. HTTPS mode doesn't work.,Access WebManager by HTTP mode.,1,1,,
